what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944846268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944850729
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1430944854070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944854382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944857580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944861761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944864663
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430944864678
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430944867083
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430944868567
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1430944869521
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430944873148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944922365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944925892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430944926859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945462920
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430945465619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945472155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945476575
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1430945478933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945479245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945482339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945486753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945489036
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430945489052
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430945491579
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430945493110
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1430945494077
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430945497686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430945552670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946635080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946637557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946661282
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430946669804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946672565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946677276
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1430946680739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946681051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946684363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946688263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430946690858
