what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428083348019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083350593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083353483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083358369
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428083361525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083361822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083372264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083378326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083384420
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428083384436
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083387526
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428083389197
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083394470
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428083467256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428083473907
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083477603
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083480714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083480730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083480792
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083480792
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428083488434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083488761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083493353
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083493369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083503661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083506173
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428083506188
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428083510709
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083515664
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428083527459
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1428083642736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428083650745
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083656213
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083660255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083660286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083660333
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083660348
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428083670552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083670898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083675824
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083675824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083679369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083681613
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428083681629
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428083685905
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083691189
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428083728079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1428083733208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428083750018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428083752362
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083755061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083757593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083762023
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428083762555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083762882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083767577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083772237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083773518
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428083773534
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083776803
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428083778182
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083783401
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428083806349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1428083934465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428083937326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428083967550
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428083971477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083974058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083978706
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428083979377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083979690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083984106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083989151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428083993386
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428083993407
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428083996266
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428083997924
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428084003214
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428084031004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428084083270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428084084256
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428084084256
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428084087286
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428084088989
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428084094286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428084138085
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428084154809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428084157278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428084157436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428084157577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428084157717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1428084157873
